"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order","recency","total_orders","total_sales","avg_order_value","total_quantity","total_products","lifespan","monthly_spend"
9277,AW00020276,Haley Sanchez,40,"40 - 49",new,2014-01-05,152,3,129,43,3,3,0,0
9278,AW00020277,Mary Hall,83,"50 and above",new,2013-05-03,160,1,5,5,1,1,0,0
9279,AW00020278,Alisha Oliver,43,"40 - 49",new,2013-03-03,162,1,70,70,1,1,0,0
9280,AW00020279,Trevor Henderson,44,"40 - 49",new,2013-03-16,162,3,144,48,3,3,0,0
9281,AW00020280,Joshua Harris,41,"40 - 49",new,2013-09-14,156,5,96,19,5,5,6,16.0000000000000000
9282,AW00020281,Karl Xie,41,"40 - 49",new,2013-06-18,159,3,1179,393,3,3,0,0
9283,AW00020282,Trisha Xu,82,"50 and above",new,2013-07-05,158,3,37,12,3,3,0,0
9284,AW00020283,Katie Shen,74,"50 and above",VIP,2013-08-19,157,3,5314,1771,3,3,21,253.0476190476190476
9285,AW00020284,Deanna Ashe,77,"50 and above",VIP,2013-08-28,157,5,5328,1065,5,5,21,253.7142857142857143
9286,AW00020285,Aaron Alexander,44,"40 - 49",new,2013-12-13,153,1,70,70,1,1,0,0
9287,AW00020286,Stacey Wu,44,"40 - 49",new,2013-04-24,161,2,79,39,2,2,0,0
9288,AW00020287,Destiny Simmons,44,"40 - 49",new,2013-09-11,156,3,144,48,3,3,0,0
9289,AW00020288,Jeremiah Edwards,45,"40 - 49",new,2013-11-09,154,2,94,47,2,2,0,0
9290,AW00020289,Jada Richardson,44,"40 - 49",new,2013-08-22,157,1,70,70,1,1,0,0
9291,AW00020290,Austin Simmons,44,"40 - 49",new,2013-04-09,161,2,124,62,2,2,0,0
9292,AW00020291,Alexis Walker,45,"40 - 49",new,2013-06-23,159,4,1151,287,4,4,0,0
9293,AW00020292,Katherine Ross,41,"40 - 49",new,2013-10-30,155,2,120,60,2,2,0,0
9294,AW00020293,Rachel Jackson,46,"40 - 49",new,2013-09-15,156,1,70,70,1,1,0,0
9295,AW00020294,Julia Davis,41,"40 - 49",new,2013-09-13,156,2,120,60,2,2,0,0
9296,AW00020295,Christopher Brown,47,"40 - 49",new,2013-06-13,159,2,1174,587,2,2,0,0
9297,AW00020296,Morgan Diaz,48,"40 - 49",new,2013-05-30,160,2,1145,572,2,2,0,0
9298,AW00020297,Valerie Wu,48,"40 - 49",new,2013-03-12,162,4,2466,616,4,4,0,0
9299,AW00020298,Edgar Arun,48,"40 - 49",new,2014-01-26,152,1,70,70,1,1,0,0
9300,AW00020299,Megan Cook,52,"50 and above",new,2013-04-13,161,2,57,28,2,2,0,0
9301,AW00020300,Xavier Garcia,52,"50 and above",new,2013-09-25,156,2,72,36,2,2,0,0
9302,AW00020301,Gloria Bradley,46,"40 - 49",new,2013-05-23,160,1,70,70,1,1,0,0
9303,AW00020302,Tasha Andersen,46,"40 - 49",new,2013-03-24,162,2,2451,1225,2,2,0,0
9304,AW00020303,Bryce Morgan,52,"50 and above",new,2013-03-24,162,4,2512,628,4,4,0,0
9305,AW00020304,Jesse Edwards,41,"40 - 49",new,2013-06-19,159,2,1170,585,2,2,0,0
9306,AW00020305,Caleb Ross,41,"40 - 49",new,2013-10-06,155,1,70,70,1,1,0,0
9307,AW00020306,Mary Baker,41,"40 - 49",new,2013-05-01,160,1,70,70,1,1,0,0
9308,AW00020307,Natalie Blue,42,"40 - 49",new,2013-06-09,159,2,120,60,2,2,0,0
9309,AW00020308,Pieter Uittenbogaard,41,"40 - 49",new,2013-03-18,162,1,70,70,1,1,0,0
9310,AW00020309,Cristina Sharma,70,"50 and above",new,2014-01-04,152,2,69,34,2,2,0,0
9311,AW00020310,Timothy Ramirez,41,"40 - 49",new,2013-06-19,159,3,1149,383,3,3,0,0
9312,AW00020311,Cole Bell,42,"40 - 49",new,2013-11-17,154,2,120,60,2,2,0,0
9313,AW00020312,Ryan Lewis,42,"40 - 49",new,2013-05-06,160,1,5,5,1,1,0,0
9314,AW00020313,Oscar Bennett,42,"40 - 49",new,2013-12-02,153,2,94,47,2,2,0,0
9315,AW00020314,Russell Deng,73,"50 and above",new,2013-11-22,154,3,68,22,3,3,0,0
9316,AW00020315,Devin Ramirez,42,"40 - 49",new,2013-06-15,159,3,133,44,3,3,0,0
9317,AW00020316,Suzanne Zhang,74,"50 and above",new,2013-02-26,163,2,40,20,2,2,0,0
9318,AW00020317,Alex Green,74,"50 and above",new,2013-03-28,162,2,59,29,2,2,0,0
9319,AW00020318,Amanda Turner,43,"40 - 49",regular,2013-10-27,155,3,3241,1080,3,3,20,162.0500000000000000
9320,AW00020319,Dylan Alexander,49,"40 - 49",new,2013-06-14,159,2,1155,577,2,2,0,0
9321,AW00020320,Mindy Nath,49,"40 - 49",new,2013-06-07,159,2,1155,577,2,2,0,0
9322,AW00020321,Colleen Chen,49,"40 - 49",new,2013-06-10,159,2,1155,577,2,2,0,0
9323,AW00020322,Rachel Wood,57,"50 and above",new,2013-12-25,153,1,70,70,1,1,0,0
9324,AW00020323,Justin Coleman,57,"50 and above",new,2013-03-21,162,4,2492,623,4,4,0,0
9325,AW00020324,Ashley Rodriguez,52,"50 and above",new,2013-03-29,162,4,2544,636,4,4,0,0
9326,AW00020325,Charles Williams,58,"50 and above",new,2013-10-31,155,2,79,39,2,2,0,0
9327,AW00020326,Paige Blue,57,"50 and above",new,2013-04-28,161,3,129,43,3,3,0,0
9328,AW00020327,Sophia Perez,52,"50 and above",new,2013-05-18,160,1,70,70,1,1,0,0
9329,AW00020328,Sierra Carter,46,"40 - 49",new,2013-08-18,157,2,120,60,2,2,0,0
9330,AW00020329,Jose Yang,51,"50 and above",new,2013-10-23,155,1,70,70,1,1,0,0
9331,AW00020330,Nathan Thomas,53,"50 and above",new,2013-12-31,153,4,72,18,4,4,0,0
9332,AW00020331,Jeremy Cox,58,"50 and above",new,2013-05-29,160,2,134,67,2,2,0,0
9333,AW00020332,Danny Navarro,58,"50 and above",new,2013-09-11,156,2,79,39,2,2,0,0
9334,AW00020333,Abigail Gonzales,58,"50 and above",new,2013-11-15,154,1,70,70,1,1,0,0
9335,AW00020334,Jeremiah Mitchell,53,"50 and above",new,2013-02-13,163,1,70,70,1,1,0,0
9336,AW00020335,Adam Gonzales,58,"50 and above",new,2013-09-23,156,1,70,70,1,1,0,0
9337,AW00020336,Ian Young,52,"50 and above",new,2013-12-15,153,1,70,70,1,1,0,0
9338,AW00020337,Xavier Hall,47,"40 - 49",new,2013-03-04,162,2,2452,1226,2,2,0,0
9339,AW00020338,Anna James,59,"50 and above",new,2013-10-21,155,2,124,62,2,2,0,0
9340,AW00020339,Kaitlyn Hughes,58,"50 and above",new,2013-03-27,162,3,2528,842,3,3,0,0
9341,AW00020340,Makayla Kelly,59,"50 and above",new,2013-03-31,162,1,2443,2443,1,1,0,0
9342,AW00020341,Tyler Smith,60,"50 and above",new,2013-07-28,158,2,57,28,2,2,0,0
9343,AW00020342,Aimee Lu,60,"50 and above",new,2013-10-07,155,2,79,39,2,2,0,0
9344,AW00020343,Sierra Hill,59,"50 and above",new,2013-02-06,163,1,70,70,1,1,0,0
9345,AW00020344,Ashlee Anand,59,"50 and above",new,2013-03-08,162,2,120,60,2,2,0,0
9346,AW00020345,Regina Martinez,54,"50 and above",new,2013-04-12,161,4,2521,630,4,4,0,0
9347,AW00020346,Angelica Washington,59,"50 and above",new,2013-04-20,161,5,2565,513,5,5,0,0
9348,AW00020347,Savannah Roberts,48,"40 - 49",new,2013-04-20,161,1,2443,2443,1,1,0,0
9349,AW00020348,Chloe Evans,43,"40 - 49",new,2013-04-08,161,4,2511,627,4,4,0,0
9350,AW00020349,Nicole Harris,65,"50 and above",new,2013-07-04,158,1,70,70,1,1,0,0
9351,AW00020350,Isabella Campbell,66,"50 and above",regular,2013-11-08,154,3,3226,1075,3,3,21,153.6190476190476190
9352,AW00020351,Maria Gonzalez,65,"50 and above",new,2013-09-20,156,2,120,60,2,2,0,0
9353,AW00020352,Melissa Foster,65,"50 and above",new,2013-04-16,161,2,79,39,2,2,0,0
9354,AW00020353,Allison Phillips,66,"50 and above",new,2013-04-19,161,2,79,39,2,2,0,0
9355,AW00020354,Austin Williams,66,"50 and above",new,2013-05-27,160,3,32,10,3,3,0,0
9356,AW00020355,Melanie Gray,66,"50 and above",new,2013-10-02,155,2,79,39,2,2,0,0
9357,AW00020356,Louis Lu,85,"50 and above",new,2013-12-15,153,2,79,39,2,2,0,0
9358,AW00020357,Julian Price,85,"50 and above",new,2013-06-20,159,1,70,70,1,1,0,0
9359,AW00020358,Brian Murphy,80,"50 and above",new,2013-05-03,160,2,124,62,2,2,0,0
9360,AW00020359,Rachel Blue,86,"50 and above",new,2013-06-07,159,2,79,39,2,2,0,0
9361,AW00020360,Brianna Russell,85,"50 and above",new,2013-08-22,157,2,79,39,2,2,0,0
9362,AW00020361,Jonathon Moreno,84,"50 and above",new,2013-02-14,163,1,70,70,1,1,0,0
9363,AW00020362,Seth Gonzalez,84,"50 and above",new,2013-11-11,154,1,70,70,1,1,0,0
9364,AW00020363,Alexander Brown,85,"50 and above",new,2013-11-11,154,3,144,48,3,3,0,0
9365,AW00020364,Anna Jackson,85,"50 and above",new,2013-12-21,153,2,79,39,2,2,0,0
9366,AW00020365,Isaac Scott,60,"50 and above",new,2014-01-26,152,1,70,70,1,1,0,0
9367,AW00020366,Marcus Powell,55,"50 and above",new,2013-02-24,163,1,70,70,1,1,0,0
9368,AW00020367,Jessica Anderson,50,"50 and above",new,2013-11-30,154,3,129,43,3,3,0,0
9369,AW00020368,Thomas Jackson,66,"50 and above",new,2013-05-06,160,1,70,70,1,1,0,0
9370,AW00020369,Trevor Barnes,61,"50 and above",new,2013-05-08,160,3,65,21,3,3,0,0
9371,AW00020370,Blake Young,66,"50 and above",new,2013-05-08,160,3,50,16,3,3,0,0
9372,AW00020371,Grace Bryant,67,"50 and above",new,2013-06-15,159,2,1174,587,2,2,0,0
9373,AW00020372,Kaitlyn Edwards,60,"50 and above",new,2013-06-12,159,4,1184,296,4,4,0,0
9374,AW00020373,Morgan Williams,61,"50 and above",regular,2013-11-08,154,3,3226,1075,3,3,20,161.3000000000000000
9375,AW00020374,Fernando Adams,66,"50 and above",new,2013-05-31,160,1,1120,1120,1,1,0,0
9376,AW00020375,Olivia Perry,68,"50 and above",regular,2013-11-05,154,4,4438,1109,4,4,19,233.5789473684210526
9377,AW00020376,Destiny Lewis,67,"50 and above",new,2013-04-26,161,2,2476,1238,2,2,0,0
9378,AW00020377,Brian Reed,68,"50 and above",new,2013-05-27,160,1,2443,2443,1,1,0,0
9379,AW00020378,Nathan Jai,78,"50 and above",new,2013-02-15,163,2,120,60,2,2,0,0
9380,AW00020379,Brittney Chen,83,"50 and above",new,2013-08-05,157,2,124,62,2,2,0,0
9381,AW00020380,Catherine Reed,78,"50 and above",new,2013-04-21,161,2,7,3,2,2,0,0
9382,AW00020381,Blake Bennett,82,"50 and above",new,2013-10-30,155,1,70,70,1,1,0,0
9383,AW00020382,Jack Hernandez,82,"50 and above",new,2013-04-30,161,4,2482,620,4,4,0,0
9384,AW00020383,Richard Hernandez,81,"50 and above",new,2013-10-26,155,2,94,47,2,2,0,0
9385,AW00020384,Luis Gonzalez,82,"50 and above",new,2013-05-25,160,3,129,43,3,3,0,0
9386,AW00020385,Jason Patterson,81,"50 and above",new,2013-05-15,160,3,2528,842,3,3,0,0
9387,AW00020386,Anna Russell,81,"50 and above",new,2013-05-08,160,4,2482,620,4,4,0,0
9388,AW00020387,Jordan Adams,80,"50 and above",new,2013-07-06,158,3,1194,398,3,3,0,0
9389,AW00020388,Natasha Gill,80,"50 and above",new,2013-09-04,156,1,10,10,1,1,0,0
9390,AW00020389,Lee Romero,81,"50 and above",new,2013-11-04,154,3,23,7,3,3,0,0
9391,AW00020390,Ross Ramos,81,"50 and above",new,2013-08-25,157,2,15,7,2,2,0,0
9392,AW00020391,Meghan Serrano,80,"50 and above",new,2013-02-08,163,3,24,8,3,3,0,0
9393,AW00020392,Destiny Ramirez,81,"50 and above",new,2013-10-28,155,4,134,33,4,4,0,0
9394,AW00020393,Kaitlyn White,81,"50 and above",new,2014-01-05,152,2,15,7,2,2,0,0
9395,AW00020394,Emma Butler,79,"50 and above",new,2013-07-03,158,4,1158,289,4,4,0,0
9396,AW00020395,Katherine Rogers,68,"50 and above",new,2013-07-14,158,3,1179,393,3,3,0,0
9397,AW00020396,Jason Simmons,79,"50 and above",new,2013-10-02,155,1,70,70,1,1,0,0
9398,AW00020397,Isaiah Gray,79,"50 and above",new,2013-10-16,155,3,79,26,3,3,0,0
9399,AW00020398,Jordan Collins,79,"50 and above",new,2013-06-09,159,3,69,23,3,3,0,0
9400,AW00020399,Benjamin Rodriguez,78,"50 and above",new,2013-07-21,158,4,1184,296,4,4,0,0
9401,AW00020400,Sydney Henderson,78,"50 and above",new,2013-07-06,158,1,1120,1120,1,1,0,0
9402,AW00020401,Hannah Jenkins,78,"50 and above",new,2013-07-23,158,4,1184,296,4,4,0,0
9403,AW00020402,Vincent Liang,74,"50 and above",new,2013-06-16,159,1,5,5,1,1,0,0
9404,AW00020403,Mitchell Lal,75,"50 and above",new,2013-12-24,153,2,7,3,2,2,0,0
9405,AW00020404,Jorge Yang,72,"50 and above",new,2014-01-11,152,2,125,62,2,2,0,0
9406,AW00020405,Isaiah Campbell,42,"40 - 49",new,2013-05-18,160,2,2563,1281,2,2,0,0
9407,AW00020406,Felicia Munoz,73,"50 and above",new,2013-09-08,156,2,60,30,2,2,0,0
9408,AW00020407,Kristopher Vance,61,"50 and above",new,2013-08-14,157,1,5,5,1,1,0,0
9409,AW00020408,Isaac Morgan,43,"40 - 49",new,2013-09-01,156,3,70,23,3,3,0,0
9410,AW00020409,Sophia Young,43,"40 - 49",new,2013-08-15,157,2,15,7,2,2,0,0
9411,AW00020410,Richard Jackson,43,"40 - 49",new,2013-04-10,161,3,50,16,3,3,0,0
9412,AW00020411,Cole James,43,"40 - 49",new,2013-05-14,160,3,69,23,3,3,0,0
9413,AW00020412,David Jackson,43,"40 - 49",new,2013-05-05,160,3,2528,842,3,3,0,0
9414,AW00020413,Taylor Powell,44,"40 - 49",new,2013-03-23,162,3,50,16,3,3,0,0
9415,AW00020414,Amanda Bailey,44,"40 - 49",new,2013-10-11,155,3,79,26,3,3,0,0
9416,AW00020415,Evelyn Sai,71,"50 and above",new,2013-08-13,157,2,14,7,2,2,0,0
9417,AW00020416,Dale Goel,65,"50 and above",regular,2013-02-27,163,2,4118,2059,2,2,15,274.5333333333333333
9418,AW00020417,Bruce Vazquez,71,"50 and above",new,2013-04-17,161,3,68,22,3,3,0,0
9419,AW00020418,Joe Vazquez,70,"50 and above",regular,2013-02-25,163,4,4207,1051,4,4,15,280.4666666666666667
9420,AW00020419,Billy Romero,64,"50 and above",new,2013-04-07,161,1,5,5,1,1,0,0
9421,AW00020420,Evelyn Mehta,70,"50 and above",regular,2013-03-04,162,4,4132,1033,4,4,17,243.0588235294117647
9422,AW00020421,Victoria Alexander,40,"40 - 49",new,2013-05-09,160,3,119,39,3,3,0,0
9423,AW00020422,Maria Brooks,40,"40 - 49",new,2013-07-08,158,3,1134,378,3,3,0,0
9424,AW00020423,Alicia Goel,62,"50 and above",regular,2013-03-21,162,4,4177,1044,4,4,16,261.0625000000000000
9425,AW00020424,Marie Romero,69,"50 and above",regular,2013-03-16,162,4,4132,1033,4,4,16,258.2500000000000000
9426,AW00020425,Sabrina Torres,62,"50 and above",regular,2013-03-04,162,2,4118,2059,2,2,16,257.3750000000000000
9427,AW00020426,Johnathan Perez,68,"50 and above",regular,2013-03-09,162,3,4139,1379,3,3,16,258.6875000000000000
9428,AW00020427,Mario Raje,67,"50 and above",VIP,2013-08-19,157,3,5314,1771,3,3,21,253.0476190476190476
9429,AW00020428,Brent Ma,67,"50 and above",new,2014-01-17,152,1,30,30,1,1,0,0
9430,AW00020429,Curtis Gao,67,"50 and above",VIP,2013-08-28,157,4,5378,1344,4,4,21,256.0952380952380952
9431,AW00020430,Maurice Ashe,67,"50 and above",VIP,2013-07-26,158,3,6056,2018,3,3,20,302.8000000000000000
9432,AW00020431,Corey Raje,45,"40 - 49",new,2013-09-26,156,2,15,7,2,2,0,0
9433,AW00020432,Juan Sanders,46,"40 - 49",new,2013-11-07,154,2,15,7,2,2,0,0
9434,AW00020433,Chloe Taylor,45,"40 - 49",new,2013-12-08,153,4,74,18,4,4,0,0
9435,AW00020434,Nathan Sharma,45,"40 - 49",new,2013-07-06,158,2,1170,585,2,2,0,0
9436,AW00020435,Natalie Green,45,"40 - 49",new,2013-07-16,158,3,50,16,3,3,0,0
9437,AW00020436,Anna Barnes,45,"40 - 49",new,2013-07-30,158,3,1134,378,3,3,0,0
9438,AW00020437,Gabriella Howard,45,"40 - 49",new,2013-07-12,158,2,1155,577,2,2,0,0
9439,AW00020438,Robert Scott,45,"40 - 49",new,2013-04-11,161,3,70,23,3,3,0,0
9440,AW00020439,Chloe Rogers,42,"40 - 49",new,2013-02-24,163,2,15,7,2,2,0,0
9441,AW00020440,Alexandra Hughes,42,"40 - 49",new,2013-05-26,160,1,10,10,1,1,0,0
9442,AW00020441,Abigail Henderson,41,"40 - 49",new,2013-08-25,157,2,40,20,2,2,0,0
9443,AW00020442,Jorge Chen,48,"40 - 49",new,2013-05-15,160,4,2482,620,4,4,0,0
9444,AW00020443,Adrian Cox,44,"40 - 49",new,2013-10-04,155,3,39,13,3,3,0,0
9445,AW00020444,Cara Zeng,60,"50 and above",VIP,2013-07-23,158,5,6085,1217,5,5,20,304.2500000000000000
9446,AW00020445,Barbara Deng,59,"50 and above",VIP,2013-07-23,158,4,6078,1519,4,4,20,303.9000000000000000
9447,AW00020446,Clayton Rai,66,"50 and above",VIP,2013-07-18,158,3,6029,2009,3,3,21,287.0952380952380952
9448,AW00020447,Jodi Goel,65,"50 and above",VIP,2013-07-26,158,4,6035,1508,4,4,21,287.3809523809523810
9449,AW00020448,Jésus Blanco,59,"50 and above",VIP,2013-07-08,158,5,6044,1208,5,5,20,302.2000000000000000
9450,AW00020449,Rachel Walker,44,"40 - 49",new,2013-07-10,158,1,10,10,1,1,0,0
9451,AW00020450,Edwin Tang,64,"50 and above",VIP,2013-07-10,158,2,6021,3010,2,2,20,301.0500000000000000
9452,AW00020451,Kelli Anand,63,"50 and above",VIP,2013-07-16,158,3,6054,2018,3,3,20,302.7000000000000000
9453,AW00020452,Kelli Xie,52,"50 and above",VIP,2013-07-11,158,6,6157,1026,6,6,20,307.8500000000000000
9454,AW00020453,Bryant Arun,57,"50 and above",new,2013-02-01,163,1,21,21,1,1,0,0
9455,AW00020454,Fernando Martinez,62,"50 and above",new,2013-06-30,159,2,23,11,2,2,0,0
9456,AW00020455,Bruce Blanco,56,"50 and above",new,2014-01-19,152,2,23,11,2,2,0,0
9457,AW00020456,Alfredo Ramos,63,"50 and above",VIP,2013-07-27,158,3,6029,2009,3,3,20,301.4500000000000000
9458,AW00020457,Alexandra Morris,41,"40 - 49",new,2013-05-28,160,4,74,18,4,4,0,0
9459,AW00020458,Erick Subram,46,"40 - 49",new,2013-04-29,161,3,50,16,3,3,0,0
9460,AW00020459,Maria Barnes,46,"40 - 49",new,2013-07-29,158,2,1155,577,2,2,0,0
9461,AW00020460,Wesley Zeng,51,"50 and above",new,2013-02-10,163,1,21,21,1,1,0,0
9462,AW00020461,Mackenzie Nelson,54,"50 and above",new,2013-06-01,159,4,2492,623,4,4,0,0
9463,AW00020462,Haley Mitchell,54,"50 and above",new,2013-06-09,159,4,2512,628,4,4,0,0
9464,AW00020463,Jasmine Bryant,63,"50 and above",new,2013-07-19,158,3,1147,382,3,3,0,0
9465,AW00020464,Amy Lu,64,"50 and above",new,2013-06-23,159,3,23,7,3,3,0,0
9466,AW00020465,Isabel Henderson,58,"50 and above",new,2013-06-05,159,4,2515,628,4,4,0,0
9467,AW00020466,Benjamin Jai,58,"50 and above",new,2014-01-20,152,2,15,7,2,2,0,0
9468,AW00020467,Gabrielle Bennett,64,"50 and above",new,2013-10-21,155,3,17,5,3,3,0,0
9469,AW00020468,Olivia Richardson,64,"50 and above",regular,2013-11-18,154,2,3169,1584,2,2,19,166.7894736842105263
9470,AW00020469,Manuel Suri,65,"50 and above",new,2013-12-17,153,3,50,16,3,3,0,0
9471,AW00020470,Melissa Gonzales,59,"50 and above",regular,2013-11-12,154,5,4408,881,5,5,19,232.0000000000000000
9472,AW00020471,Carlos Gonzalez,89,"50 and above",new,2013-12-02,153,3,74,24,3,3,0,0
9473,AW00020472,Edward Coleman,50,"50 and above",new,2013-06-27,159,4,2482,620,4,4,0,0
9474,AW00020473,Mason Rivera,55,"50 and above",new,2014-01-26,152,2,15,7,2,2,0,0
9475,AW00020474,Edward Turner,50,"50 and above",new,2013-07-29,158,3,50,16,3,3,0,0
9476,AW00020475,Blake Martinez,55,"50 and above",new,2013-06-10,159,2,15,7,2,2,0,0
9477,AW00020476,Destiny Long,55,"50 and above",new,2013-06-02,159,5,2521,504,5,5,0,0
9478,AW00020477,Brandon Washington,56,"50 and above",new,2013-07-07,158,3,69,23,3,3,0,0
9479,AW00020478,Jonathan Moore,50,"50 and above",new,2013-05-12,160,3,96,32,3,3,0,0
9480,AW00020479,Andrew Jackson,51,"50 and above",new,2013-10-12,155,2,86,43,2,2,0,0
9481,AW00020480,Carlos Cox,53,"50 and above",new,2013-07-17,158,2,1155,577,2,2,0,0
9482,AW00020481,Jordan Edwards,53,"50 and above",new,2013-07-27,158,2,1170,585,2,2,0,0
9483,AW00020482,Gina Diaz,53,"50 and above",new,2013-06-25,159,1,2443,2443,1,1,0,0
9484,AW00020483,Austin Kumar,59,"50 and above",regular,2013-12-24,153,4,4400,1100,4,4,19,231.5789473684210526
9485,AW00020484,Gabriella Morgan,79,"50 and above",new,2013-07-21,158,4,1151,287,4,4,0,0
9486,AW00020485,Richard Reed,67,"50 and above",new,2013-07-08,158,2,15,7,2,2,0,0
9487,AW00020486,Jack Butler,78,"50 and above",new,2013-09-21,156,3,50,16,3,3,0,0
9488,AW00020487,Alexander White,79,"50 and above",new,2013-05-01,160,1,10,10,1,1,0,0
9489,AW00020488,Cassidy Foster,79,"50 and above",new,2013-11-22,154,2,15,7,2,2,0,0
9490,AW00020489,Jacob Davis,72,"50 and above",new,2013-04-23,161,3,50,16,3,3,0,0
9491,AW00020490,Kaylee Roberts,77,"50 and above",new,2013-12-30,153,3,50,16,3,3,0,0
9492,AW00020491,Dakota Perry,78,"50 and above",new,2014-01-05,152,3,24,8,3,3,0,0
9493,AW00020492,Madison Martin,78,"50 and above",new,2013-01-31,164,2,72,36,2,2,0,0
9494,AW00020493,Matthew Jackson,72,"50 and above",new,2013-11-14,154,3,24,8,3,3,0,0
9495,AW00020494,Jesse Peterson,66,"50 and above",new,2013-03-04,162,2,15,7,2,2,0,0
9496,AW00020495,Wesley Wang,77,"50 and above",new,2013-06-18,159,4,2482,620,4,4,0,0
9497,AW00020496,Jada Roberts,77,"50 and above",new,2013-07-22,158,2,2478,1239,2,2,0,0
9498,AW00020497,Francisco Javier Castrejón,77,"50 and above",new,2013-02-28,163,1,70,70,1,1,0,0
9499,AW00020498,Miguel Phillips,76,"50 and above",new,2013-07-30,158,2,13,6,2,2,0,0
9500,AW00020499,Christian Robinson,70,"50 and above",new,2014-01-11,152,2,55,27,2,2,0,0
9501,AW00020500,Morgan Butler,76,"50 and above",new,2013-04-23,161,2,69,34,2,2,0,0
9502,AW00020501,Morgan Nelson,76,"50 and above",new,2013-07-28,158,2,65,32,2,2,0,0
9503,AW00020502,John Harris,76,"50 and above",new,2013-04-20,161,2,65,32,2,2,0,0
9504,AW00020503,Tony Jai,76,"50 and above",new,2013-04-17,161,2,15,7,2,2,0,0
9505,AW00020504,Rakesh Tangirala,75,"50 and above",new,2013-09-05,156,4,120,30,4,4,0,0
9506,AW00020505,Alexa Cox,75,"50 and above",new,2013-04-04,161,3,65,21,3,3,0,0
9507,AW00020506,Paige Bradley,75,"50 and above",new,2013-03-03,162,3,69,23,3,3,0,0
9508,AW00020507,Joshua Anderson,65,"50 and above",new,2013-06-14,159,3,50,16,3,3,0,0
9509,AW00020508,Logan Robinson,75,"50 and above",new,2013-12-31,153,1,22,22,1,1,0,0
9510,AW00020509,Alexandria Murphy,75,"50 and above",new,2013-05-01,160,1,10,10,1,1,0,0
9511,AW00020510,Caitlin Cox,74,"50 and above",new,2014-01-11,152,3,73,24,3,3,0,0
9512,AW00020511,Matthew Taylor,74,"50 and above",new,2013-11-18,154,2,15,7,2,2,0,0
9513,AW00020512,Sydney Parker,74,"50 and above",new,2013-03-26,162,1,10,10,1,1,0,0
9514,AW00020513,Joseph Smith,74,"50 and above",new,2013-03-29,162,4,74,18,4,4,0,0
9515,AW00020514,Hannah Griffin,73,"50 and above",new,2013-09-25,156,3,50,16,3,3,0,0
9516,AW00020515,Jenna Edwards,74,"50 and above",new,2013-06-20,159,4,74,18,4,4,0,0
9517,AW00020516,Gabriel Russell,73,"50 and above",new,2013-10-12,155,2,15,7,2,2,0,0
9518,AW00020517,Amber Edwards,73,"50 and above",new,2013-06-20,159,2,77,38,2,2,0,0
9519,AW00020518,Desiree Sanz,67,"50 and above",new,2013-08-14,157,3,50,16,3,3,0,0
9520,AW00020519,Trevor Diaz,73,"50 and above",new,2013-11-29,154,4,55,13,4,4,0,0
9521,AW00020520,Cassandra Srini,72,"50 and above",new,2013-03-29,162,2,15,7,2,2,0,0
9522,AW00020521,Gina Carlson,72,"50 and above",new,2013-12-07,153,4,25,6,4,4,0,0
9523,AW00020522,Kevin Parker,72,"50 and above",new,2013-08-16,157,2,45,22,2,2,0,0
9524,AW00020523,Emma Howard,72,"50 and above",new,2013-11-27,154,2,15,7,2,2,0,0
9525,AW00020524,Angelica Jenkins,66,"50 and above",new,2013-05-28,160,3,69,23,3,3,0,0
9526,AW00020525,James Kumar,66,"50 and above",new,2013-07-10,158,2,1155,577,2,2,0,0
9527,AW00020526,Brittany Alexander,66,"50 and above",new,2013-07-27,158,2,1170,585,2,2,0,0
9528,AW00020527,Sydney Harris,72,"50 and above",new,2013-07-22,158,2,2478,1239,2,2,0,0
9529,AW00020528,Mason Adams,70,"50 and above",new,2013-03-06,162,3,64,21,3,3,0,0
9530,AW00020529,Destiny Jackson,70,"50 and above",new,2013-07-06,158,2,1174,587,2,2,0,0
9531,AW00020530,Mariah Jenkins,70,"50 and above",new,2013-04-30,161,4,104,26,4,4,0,0
9532,AW00020531,James Young,71,"50 and above",new,2013-11-23,154,3,65,21,3,3,0,0
9533,AW00020532,Joan Watson,65,"50 and above",new,2013-12-09,153,4,93,23,4,4,0,0
9534,AW00020533,Luis Perry,70,"50 and above",new,2013-08-04,157,4,32,8,4,4,0,0
9535,AW00020534,Dalton Lopez,60,"50 and above",new,2013-09-18,156,3,24,8,3,3,0,0
